,Player,Pos,Age,Tm,GS,MP,FG,FG%,3P,3P%,FT,FT%,TRB,AST,STL,BLK,TOV,PTS
0,Steven Adams,C,26,OKC,63,26.7,4.5,0.592,0.0,0.333,1.9,0.582,9.3,2.3,0.8,1.1,1.5,10.9
1,Bam Adebayo,PF,22,MIA,72,33.6,6.1,0.557,0.0,0.143,3.7,0.691,10.2,5.1,1.1,1.3,2.8,15.9
2,LaMarcus Aldridge,C,34,SAS,53,33.1,7.4,0.493,1.2,0.389,3.0,0.827,7.4,2.4,0.7,1.6,1.4,18.9
3,Kyle Alexander,PF,23,MIA,0,6.5,0.5,0.5,0.0,0.0,0.0,0.0,1.5,0.0,0.0,0.0,0.5,1.0
4,Nickeil Alexander-Walker,SG,21,NOP,1,12.6,2.1,0.368,1.0,0.346,0.5,0.676,1.8,1.9,0.4,0.2,1.1,5.7
5,Grayson Allen,SG,24,MEM,0,18.9,3.1,0.466,1.5,0.404,1.0,0.867,2.2,1.4,0.3,0.1,0.9,8.7
6,Jarrett Allen,C,21,BRK,64,26.5,4.3,0.649,0.0,0.0,2.4,0.633,9.6,1.6,0.6,1.3,1.1,11.1
7,Kadeem Allen,SG,27,NYK,0,11.7,1.9,0.432,0.5,0.313,0.7,0.636,0.9,2.1,0.5,0.2,0.8,5.0
8,Al-Farouq Aminu,PF,29,ORL,2,21.1,1.4,0.291,0.5,0.25,1.1,0.655,4.8,1.2,1.0,0.4,0.9,4.3
9,Justin Anderson,SF,26,BRK,1,10.7,1.0,0.263,0.6,0.207,0.2,0.5,2.1,0.8,0.0,0.6,0.4,2.8
10,Kyle Anderson,PF,26,MEM,28,19.9,2.3,0.474,0.4,0.282,0.8,0.667,4.3,2.4,0.8,0.6,1.0,5.8
11,Ryan Anderson,C,31,HOU,0,7.0,1.0,0.286,0.5,0.2,0.0,0.0,3.5,1.0,0.5,0.0,0.5,2.5
12,Giannis Antetokounmpo,PF,25,MIL,63,30.4,10.9,0.553,1.4,0.304,6.3,0.633,13.6,5.6,1.0,1.0,3.7,29.5
13,Kostas Antetokounmpo,PF,22,LAL,0,4.0,0.6,1.0,0.0,0.0,0.2,0.5,0.6,0.4,0.0,0.0,0.2,1.4
14,Thanasis Antetokounmpo,SF,27,MIL,2,6.5,1.2,0.5,0.0,0.0,0.4,0.412,1.2,0.8,0.4,0.1,0.6,2.8
15,Carmelo Anthony,PF,35,POR,58,32.8,5.8,0.43,1.5,0.385,2.3,0.845,6.3,1.5,0.8,0.5,1.7,15.4
16,OG Anunoby,SF,22,TOR,68,29.9,4.1,0.505,1.3,0.39,1.0,0.706,5.3,1.6,1.4,0.7,1.1,10.6
17,Ryan Arcidiacono,PG,25,CHI,4,16.0,1.6,0.409,0.9,0.391,0.5,0.711,1.9,1.7,0.5,0.1,0.6,4.5
18,Trevor Ariza,SF,34,TOT,21,28.2,2.7,0.438,1.5,0.372,1.2,0.838,4.6,1.7,1.3,0.3,1.1,8.0
19,Trevor Ariza,SF,34,SAC,0,24.7,2.0,0.388,1.3,0.352,0.7,0.778,4.6,1.6,1.1,0.2,0.9,6.0
20,Trevor Ariza,SF,34,POR,21,33.4,3.7,0.491,1.6,0.4,2.0,0.872,4.8,2.0,1.6,0.4,1.3,11.0
21,D.J. Augustin,PG,32,ORL,13,24.9,3.2,0.399,1.2,0.348,2.8,0.89,2.1,4.6,0.6,0.0,1.5,10.5
22,Deandre Ayton,C,21,PHO,32,32.5,8.2,0.546,0.1,0.231,1.8,0.753,11.5,1.9,0.7,1.5,2.1,18.2
23,Dwayne Bacon,SG,24,CHO,11,17.6,2.2,0.348,0.5,0.284,0.9,0.66,2.6,1.3,0.6,0.1,0.9,5.7
24,Marvin Bagley III,PF,20,SAC,6,25.7,6.0,0.467,0.3,0.182,1.9,0.806,7.5,0.8,0.5,0.9,1.4,14.2
25,Lonzo Ball,PG,22,NOP,54,32.1,4.4,0.403,2.3,0.375,0.7,0.566,6.1,7.0,1.4,0.6,3.1,11.8
26,Mo Bamba,C,21,ORL,0,14.2,2.1,0.462,0.6,0.346,0.5,0.674,4.9,0.7,0.4,1.4,0.7,5.4
27,J.J. Barea,PG,35,DAL,6,15.5,2.9,0.411,1.1,0.376,0.7,0.909,1.8,3.9,0.2,0.1,1.3,7.7
28,Harrison Barnes,PF,27,SAC,72,34.5,5.1,0.46,1.4,0.381,3.0,0.801,4.9,2.2,0.6,0.2,1.2,14.5
29,RJ Barrett,SG,19,NYK,55,30.4,5.2,0.402,1.1,0.32,2.8,0.614,5.0,2.6,1.0,0.3,2.2,14.3
30,Will Barton,SF,29,DEN,58,33.0,5.7,0.45,1.9,0.375,1.8,0.767,6.3,3.7,1.1,0.5,1.5,15.1
31,Keita Bates-Diop,SF,24,TOT,0,16.9,2.3,0.427,0.8,0.33,1.2,0.72,2.9,0.7,0.4,0.5,0.4,6.5
32,Keita Bates-Diop,SF,24,MIN,0,17.5,2.4,0.422,0.8,0.33,1.2,0.708,3.0,0.8,0.5,0.5,0.4,6.8
33,Keita Bates-Diop,SF,24,DEN,0,14.0,1.9,0.464,0.4,0.333,1.1,0.8,2.4,0.0,0.3,0.6,0.4,5.3
34,Nicolas Batum,SF,31,CHO,3,23.0,1.3,0.346,0.6,0.286,0.4,0.9,4.5,3.0,0.8,0.4,1.0,3.6
35,Aron Baynes,C,33,PHO,28,22.2,4.4,0.48,1.4,0.351,1.3,0.747,5.6,1.6,0.2,0.5,1.2,11.5
36,Kent Bazemore,SF-SG,30,TOT,21,24.8,2.9,0.375,1.2,0.344,1.7,0.769,4.3,1.4,1.1,0.6,1.3,8.8
37,Kent Bazemore,SF,30,POR,21,25.8,2.6,0.347,1.3,0.327,1.3,0.806,4.0,1.4,1.0,0.7,1.4,7.9
38,Kent Bazemore,SG,30,SAC,0,23.1,3.5,0.418,1.1,0.384,2.2,0.733,4.9,1.3,1.2,0.4,1.2,10.3
39,Darius Bazley,PF,19,OKC,9,18.5,2.0,0.394,0.8,0.348,0.7,0.694,4.0,0.7,0.4,0.7,0.7,5.6
40,Bradley Beal,SG,26,WAS,57,36.0,10.4,0.455,3.0,0.353,6.8,0.842,4.2,6.1,1.2,0.4,3.4,30.5
41,Malik Beasley,SG,23,TOT,14,22.0,4.1,0.425,1.9,0.388,1.0,0.818,2.7,1.4,0.7,0.1,1.0,11.2
42,Malik Beasley,SG,23,DEN,0,18.2,2.9,0.389,1.4,0.36,0.8,0.868,1.9,1.2,0.8,0.1,0.9,7.9
43,Malik Beasley,SG,23,MIN,14,33.1,7.9,0.472,3.5,0.426,1.5,0.75,5.1,1.9,0.6,0.1,1.5,20.7
44,Marco Belinelli,SG,33,SAS,0,15.5,2.2,0.392,1.2,0.376,0.8,0.828,1.7,1.2,0.2,0.0,0.3,6.3
45,Jordan Bell,C-PF,25,TOT,0,8.8,1.2,0.522,0.1,0.333,0.7,0.613,2.8,0.6,0.1,0.3,0.7,3.2
46,Jordan Bell,C,25,MIN,0,8.7,1.2,0.533,0.1,0.222,0.6,0.586,2.9,0.5,0.1,0.4,0.7,3.1
47,Jordan Bell,PF,25,MEM,0,10.5,1.5,0.429,1.0,0.667,1.0,1.0,1.5,1.0,0.5,0.0,1.5,5.0
48,DeAndre' Bembry,SG,25,ATL,4,21.3,2.4,0.456,0.3,0.231,0.6,0.542,3.5,1.9,1.3,0.4,1.4,5.8
49,Dragan Bender,SF,22,TOT,3,17.9,2.6,0.446,0.9,0.349,0.6,0.714,4.6,1.8,0.3,0.6,1.3,6.7
50,Dragan Bender,SF,22,MIL,0,13.0,1.4,0.476,0.6,0.444,0.3,0.667,2.9,1.3,0.0,0.7,0.7,3.7
51,Dragan Bender,SF,22,GSW,3,21.7,3.4,0.437,1.2,0.324,0.9,0.727,5.9,2.1,0.4,0.4,1.8,9.0
52,Dāvis Bertāns,PF,27,WAS,4,29.3,4.9,0.434,3.7,0.424,1.9,0.852,4.5,1.7,0.7,0.6,1.1,15.4
53,Patrick Beverley,PG,31,LAC,50,26.3,2.9,0.431,1.6,0.388,0.6,0.66,5.2,3.6,1.1,0.5,1.3,7.9
54,Khem Birch,C,27,ORL,24,19.2,1.5,0.51,0.0,0.0,1.4,0.653,4.6,1.0,0.4,0.5,0.6,4.4
55,Goga Bitadze,C,20,IND,2,8.7,1.3,0.467,0.1,0.19,0.4,0.727,2.0,0.4,0.2,0.7,0.5,3.2
56,Bismack Biyombo,C,27,CHO,29,19.4,2.8,0.543,0.0,0.0,1.7,0.603,5.8,0.9,0.2,0.9,0.9,7.4
57,Nemanja Bjelica,PF,31,SAC,67,27.9,4.4,0.481,1.9,0.419,1.0,0.821,6.4,2.8,0.9,0.6,1.4,11.5
58,Eric Bledsoe,PG,30,MIL,61,27.0,5.5,0.475,1.2,0.344,2.8,0.79,4.6,5.4,0.9,0.4,2.4,14.9
59,Bogdan Bogdanović,SG,27,SAC,28,29.0,5.5,0.44,2.7,0.372,1.4,0.741,3.4,3.4,1.0,0.2,1.7,15.1
60,Bojan Bogdanović,SF,30,UTA,63,33.1,6.6,0.447,3.0,0.414,4.0,0.903,4.1,2.1,0.5,0.1,2.5,20.2
61,Bol Bol,SF,20,DEN,0,12.4,2.0,0.5,0.6,0.444,1.1,0.8,2.7,0.9,0.3,0.9,1.4,5.7
62,Jonah Bolden,PF,24,TOT,0,6.7,0.6,0.364,0.0,0.0,0.3,0.5,1.3,0.0,0.4,0.3,0.3,1.4
63,Jonah Bolden,PF,24,PHI,0,3.5,0.5,0.667,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.0,0.5,1.0
64,Jonah Bolden,PF,24,PHO,0,11.0,0.7,0.25,0.0,0.0,0.7,1.0,2.7,0.0,0.7,0.7,0.0,2.0
65,Marques Bolden,C,21,CLE,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
66,Jordan Bone,PG,22,DET,0,5.3,0.5,0.25,0.2,0.2,0.0,0.0,0.4,0.8,0.1,0.0,0.2,1.2
67,Isaac Bonga,SF,20,WAS,49,18.9,1.8,0.504,0.4,0.352,1.0,0.812,3.4,1.2,0.7,0.3,0.9,5.0
68,Devin Booker,SG,23,PHO,70,35.9,9.0,0.489,2.0,0.354,6.7,0.919,4.2,6.5,0.7,0.3,3.8,26.6
69,Chris Boucher,PF,27,TOR,0,13.2,2.3,0.472,0.6,0.322,1.5,0.784,4.5,0.4,0.4,1.0,0.5,6.6
70,Brian Bowen,SG,21,IND,1,5.2,0.5,0.3,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.2,0.2,1.0
71,Ky Bowman,PG,22,GSW,12,22.6,3.0,0.417,0.7,0.308,0.8,0.829,2.7,2.9,1.0,0.2,1.6,7.4
72,Avery Bradley,SG,29,LAL,44,24.2,3.5,0.444,1.3,0.364,0.4,0.833,2.3,1.3,0.9,0.1,1.0,8.6
73,Tony Bradley,C,22,UTA,3,11.4,2.2,0.667,0.1,1.0,0.5,0.652,4.6,0.4,0.2,0.6,0.5,4.9
74,Jarrell Brantley,PF,23,UTA,0,10.7,1.1,0.357,0.3,0.231,0.1,0.5,2.2,1.2,0.3,0.6,0.8,2.7
75,Ignas Brazdeikis,SF,21,NYK,0,5.9,0.7,0.273,0.1,0.111,0.4,0.8,0.6,0.4,0.0,0.1,0.2,1.9
76,Corey Brewer,SG,33,SAC,0,6.6,0.4,0.5,0.0,0.0,0.2,0.333,1.6,0.4,0.8,0.0,0.4,1.0
77,Mikal Bridges,SF,23,PHO,32,28.0,3.4,0.51,1.0,0.361,1.4,0.844,4.0,1.8,1.4,0.6,1.0,9.1
78,Miles Bridges,SF,21,CHO,64,30.7,4.9,0.424,1.5,0.33,1.6,0.809,5.6,1.8,0.6,0.7,1.5,13.0
79,Oshae Brissett,SF,21,TOR,0,7.1,0.7,0.361,0.2,0.2,0.4,0.8,1.4,0.4,0.2,0.1,0.4,1.9
80,Ryan Broekhoff,SG,29,DAL,1,10.6,1.3,0.373,1.2,0.392,0.4,0.875,2.5,0.6,0.3,0.2,0.4,4.2
81,Malcolm Brogdon,PG,27,IND,54,30.9,6.0,0.438,1.4,0.326,3.1,0.892,4.9,7.1,0.6,0.2,2.4,16.5
82,Dillon Brooks,SG,24,MEM,73,28.9,6.0,0.407,2.0,0.358,2.2,0.808,3.3,2.1,0.9,0.4,1.7,16.2
83,Bruce Brown,SG,23,DET,43,28.2,3.4,0.443,0.6,0.344,1.5,0.739,4.7,4.0,1.1,0.5,1.7,8.9
84,Charlie Brown,SG,22,ATL,0,4.0,0.6,0.316,0.3,0.333,0.5,1.0,0.4,0.2,0.2,0.2,0.3,2.0
85,Jaylen Brown,SF,23,BOS,57,33.9,7.5,0.481,2.3,0.382,3.1,0.724,6.4,2.1,1.1,0.4,2.2,20.3
86,Moses Brown,C,20,POR,0,3.7,0.4,0.4,0.0,0.0,0.3,0.375,1.6,0.1,0.1,0.1,0.3,1.2
87,Sterling Brown,SF,24,MIL,1,14.8,1.8,0.371,0.8,0.324,0.6,0.8,3.5,1.0,0.6,0.1,0.8,5.1
88,Troy Brown Jr.,SG,20,WAS,22,25.8,4.0,0.439,0.9,0.341,1.6,0.784,5.6,2.6,1.2,0.1,1.1,10.4
89,Jalen Brunson,PG,23,DAL,16,17.9,3.2,0.466,0.8,0.358,1.1,0.813,2.4,3.3,0.4,0.1,1.2,8.2
90,Thomas Bryant,C,22,WAS,36,24.9,5.3,0.581,0.8,0.407,1.9,0.741,7.2,1.8,0.5,1.1,1.2,13.2
91,Reggie Bullock,SG,28,NYK,19,23.6,3.1,0.402,1.3,0.333,0.6,0.81,2.3,1.4,0.9,0.1,0.7,8.1
92,Trey Burke,PG,27,TOT,1,15.8,2.8,0.45,1.0,0.427,0.7,0.793,1.5,2.5,0.5,0.1,0.6,7.4
93,Trey Burke,PG,27,PHI,0,13.2,2.4,0.465,0.6,0.421,0.5,0.722,1.4,2.1,0.3,0.0,0.5,5.9
94,Trey Burke,PG,27,DAL,1,23.9,4.4,0.427,2.0,0.432,1.3,0.909,1.9,3.8,1.1,0.1,1.1,12.0
95,Alec Burks,SG,28,TOT,19,26.6,4.9,0.418,1.8,0.385,3.6,0.887,4.3,2.9,0.9,0.3,1.4,15.0
96,Alec Burks,SG,28,GSW,18,29.0,5.1,0.406,1.8,0.375,4.2,0.897,4.7,3.1,1.0,0.4,1.6,16.1
97,Alec Burks,SG,28,PHI,1,20.2,4.3,0.461,1.8,0.416,1.9,0.829,3.1,2.1,0.7,0.0,0.8,12.2
98,Deonte Burton,SG,26,OKC,0,9.1,1.1,0.344,0.3,0.189,0.2,0.571,1.5,0.4,0.2,0.3,0.5,2.7
99,Jimmy Butler,SF,30,MIA,58,33.8,5.9,0.455,0.5,0.244,7.6,0.834,6.7,6.0,1.8,0.6,2.2,19.9
100,Bruno Caboclo,C,24,TOT,0,8.1,1.3,0.427,0.2,0.182,0.3,0.889,2.0,0.4,0.5,0.6,0.4,3.0
101,Bruno Caboclo,C,24,MEM,0,8.7,1.3,0.406,0.2,0.16,0.1,0.667,2.0,0.5,0.5,0.5,0.3,2.8
102,Bruno Caboclo,C,24,HOU,0,6.5,1.3,0.5,0.3,0.25,0.8,1.0,2.0,0.3,0.6,0.6,0.8,3.5
103,Devontae Cacok,C,23,LAL,0,9.0,3.0,0.5,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,6.0
104,Kentavious Caldwell-Pope,SG,26,LAL,26,25.5,3.4,0.467,1.3,0.385,1.1,0.775,2.1,1.6,0.8,0.2,0.9,9.3
105,Vlatko Čančar,SF,22,DEN,0,3.2,0.4,0.4,0.1,0.167,0.3,1.0,0.7,0.2,0.1,0.1,0.2,1.2
106,Clint Capela,C,25,HOU,39,32.8,6.3,0.629,0.0,0.0,1.4,0.529,13.8,1.2,0.8,1.8,1.6,13.9
107,DeMarre Carroll,SF-PF,33,TOT,0,12.1,1.0,0.379,0.3,0.242,1.2,0.69,2.3,1.0,0.3,0.2,0.7,3.6
108,DeMarre Carroll,SF,33,SAS,0,9.0,0.6,0.31,0.2,0.231,0.8,0.6,2.1,0.7,0.1,0.1,0.7,2.2
109,DeMarre Carroll,PF,33,HOU,0,17.2,1.8,0.432,0.6,0.25,1.9,0.773,2.7,1.6,0.7,0.3,0.8,6.0
110,Jevon Carter,PG,24,PHO,2,16.3,1.7,0.416,1.1,0.425,0.4,0.852,2.0,1.4,0.8,0.3,0.6,4.9
111,Vince Carter,SF,43,ATL,0,14.6,1.8,0.352,1.0,0.302,0.4,0.793,2.1,0.8,0.4,0.4,0.6,5.0
112,Wendell Carter Jr.,C,20,CHI,43,29.2,4.3,0.534,0.1,0.207,2.6,0.737,9.4,1.2,0.8,0.8,1.7,11.3
113,Michael Carter-Williams,SG,28,ORL,0,18.5,2.5,0.427,0.5,0.293,1.8,0.832,3.3,2.4,1.1,0.5,1.2,7.2
114,Alex Caruso,PG,25,LAL,2,18.4,1.9,0.412,0.6,0.333,1.1,0.734,1.9,1.9,1.1,0.3,0.8,5.5
115,Willie Cauley-Stein,C,26,TOT,39,20.3,3.2,0.579,0.0,0.0,0.7,0.606,5.8,1.3,0.9,1.1,0.7,7.2
116,Willie Cauley-Stein,C,26,GSW,37,22.9,3.5,0.56,0.0,0.0,0.9,0.614,6.2,1.5,1.1,1.2,0.9,7.9
117,Willie Cauley-Stein,C,26,DAL,2,12.1,2.4,0.689,0.0,0.0,0.4,0.556,4.6,0.8,0.3,0.8,0.4,5.2
118,Tyson Chandler,C,37,HOU,5,8.4,0.5,0.778,0.0,0.0,0.2,0.462,2.5,0.2,0.2,0.3,0.3,1.3
119,Wilson Chandler,SF,32,BRK,3,21.0,2.1,0.404,1.1,0.306,0.6,0.87,4.1,1.1,0.5,0.3,1.0,5.9
120,Joe Chealey,PG,24,CHO,0,8.3,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.3,1.0,0.0,0.5,0.5
121,Zylan Cheatham,SF,24,NOP,0,12.8,1.5,0.667,0.0,0.0,0.0,0.0,2.3,0.8,0.3,0.3,1.0,3.0
122,Chris Chiozza,PG,24,TOT,2,14.3,2.0,0.393,1.0,0.375,0.2,1.0,1.9,3.0,0.8,0.1,1.1,5.1
123,Chris Chiozza,PG,24,WAS,0,12.3,1.0,0.294,0.7,0.438,0.0,0.0,1.5,2.8,1.0,0.2,0.9,2.7
124,Chris Chiozza,PG,24,BRK,2,15.4,2.5,0.425,1.1,0.357,0.3,1.0,2.1,3.1,0.6,0.1,1.3,6.4
125,Marquese Chriss,PF,22,GSW,21,20.3,3.6,0.545,0.1,0.205,2.0,0.769,6.2,1.9,0.7,1.1,1.3,9.3
126,Gary Clark,PF,25,TOT,5,13.5,1.3,0.406,0.9,0.351,0.2,0.9,2.6,0.4,0.1,0.5,0.2,3.7
127,Gary Clark,PF,25,HOU,0,11.8,1.3,0.39,1.0,0.353,0.3,0.857,2.2,0.7,0.1,0.4,0.1,3.9
128,Gary Clark,PF,25,ORL,5,14.8,1.3,0.419,0.9,0.35,0.1,1.0,2.9,0.2,0.2,0.6,0.3,3.6
129,Brandon Clarke,PF,23,MEM,4,22.4,5.1,0.618,0.4,0.359,1.5,0.759,5.9,1.4,0.6,0.8,0.9,12.1
130,Jordan Clarkson,SG,27,TOT,2,24.0,5.5,0.454,2.1,0.368,1.9,0.836,2.6,1.9,0.6,0.2,1.4,15.2
131,Jordan Clarkson,SG,27,CLE,0,23.0,5.0,0.442,2.0,0.371,2.6,0.884,2.4,2.4,0.6,0.3,1.3,14.6
132,Jordan Clarkson,SG,27,UTA,2,24.7,6.0,0.462,2.2,0.366,1.5,0.785,2.8,1.6,0.7,0.2,1.4,15.6
133,Nicolas Claxton,PF,20,BRK,0,12.5,1.8,0.563,0.1,0.143,0.7,0.524,2.9,1.1,0.1,0.5,0.6,4.4
134,Chris Clemons,SG,22,HOU,0,8.8,1.7,0.401,1.1,0.346,0.3,0.909,0.9,0.8,0.3,0.2,0.6,4.9
135,Antonius Cleveland,SG,25,DAL,0,4.2,0.4,0.286,0.0,0.0,0.3,0.6,0.6,0.1,0.1,0.3,0.2,1.0
136,Amir Coffey,SG,22,LAC,1,8.8,1.3,0.426,0.3,0.316,0.3,0.545,0.9,0.8,0.3,0.1,0.4,3.2
137,John Collins,PF,22,ATL,41,33.2,8.6,0.583,1.4,0.401,2.9,0.8,10.1,1.5,0.8,1.6,1.8,21.6
138,Zach Collins,PF,22,POR,11,26.4,2.9,0.471,0.6,0.368,0.5,0.75,6.3,1.5,0.5,0.5,1.3,7.0
139,Mike Conley,PG,32,UTA,41,29.0,4.9,0.409,2.0,0.375,2.4,0.827,3.2,4.4,0.8,0.1,2.0,14.4
140,Pat Connaughton,SG,27,MIL,4,18.6,2.0,0.455,0.8,0.331,0.5,0.775,4.2,1.6,0.4,0.5,0.8,5.4
141,Quinn Cook,PG,26,LAL,1,11.5,2.1,0.425,0.7,0.365,0.3,0.786,1.2,1.1,0.3,0.0,0.8,5.1
142,Tyler Cook,PF,22,TOT,0,4.2,0.6,0.667,0.0,0.0,0.5,0.875,1.1,0.1,0.2,0.0,0.2,1.8
143,Tyler Cook,PF,22,CLE,0,3.2,0.6,0.7,0.0,0.0,0.5,0.833,0.9,0.1,0.1,0.0,0.1,1.7
144,Tyler Cook,PF,22,DEN,0,9.5,0.5,0.5,0.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,1.0,2.0
145,Robert Covington,PF-C,29,TOT,68,30.5,4.4,0.422,2.3,0.335,1.4,0.798,6.6,1.3,1.6,1.3,1.5,12.4
146,Robert Covington,PF,29,MIN,47,29.4,4.5,0.435,2.3,0.346,1.6,0.798,6.0,1.2,1.7,0.9,1.5,12.8
147,Robert Covington,C,29,HOU,21,33.0,4.0,0.392,2.4,0.315,1.1,0.8,8.0,1.5,1.6,2.2,1.4,11.6
148,Allen Crabbe,SG,27,TOT,1,17.6,1.7,0.356,1.0,0.303,0.3,0.714,2.1,0.9,0.4,0.1,0.5,4.6
149,Allen Crabbe,SG,27,ATL,1,18.6,1.9,0.364,1.1,0.323,0.3,0.75,2.3,1.0,0.5,0.1,0.4,5.1
150,Allen Crabbe,SG,27,MIN,0,14.6,1.2,0.324,0.7,0.231,0.1,0.5,1.3,0.6,0.0,0.0,0.6,3.2
151,Torrey Craig,SF,29,DEN,27,18.5,2.1,0.461,0.8,0.326,0.4,0.611,3.3,0.8,0.4,0.6,0.4,5.4
152,Jamal Crawford,SG,39,BRK,0,6.0,2.0,0.5,1.0,0.5,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0
153,Jae Crowder,SF,29,TOT,53,28.8,3.5,0.401,2.1,0.343,1.5,0.776,5.9,2.5,1.1,0.4,1.1,10.5
154,Jae Crowder,SF,29,MEM,45,29.4,3.3,0.368,1.7,0.293,1.7,0.789,6.2,2.8,1.0,0.3,1.2,9.9
155,Jae Crowder,SF,29,MIA,8,27.7,4.0,0.482,2.9,0.445,1.1,0.733,5.4,1.8,1.3,0.5,0.8,11.9
156,Jarrett Culver,SG,20,MIN,35,23.9,3.7,0.404,1.0,0.299,0.9,0.462,3.4,1.7,0.9,0.6,1.3,9.2
157,Seth Curry,SG,29,DAL,25,24.6,4.4,0.495,2.3,0.452,1.3,0.825,2.3,1.9,0.6,0.1,1.0,12.4
158,Stephen Curry,PG,31,GSW,5,27.8,6.6,0.402,2.4,0.245,5.2,1.0,5.2,6.6,1.0,0.4,3.2,20.8
159,Troy Daniels,SG,28,TOT,0,11.3,1.5,0.387,1.0,0.348,0.2,0.625,1.1,0.4,0.2,0.1,0.3,4.3
160,Troy Daniels,SG,28,LAL,0,11.1,1.5,0.392,1.0,0.357,0.2,0.625,1.1,0.3,0.2,0.1,0.2,4.2
161,Troy Daniels,SG,28,DEN,0,12.7,1.7,0.357,1.0,0.3,0.0,0.0,1.0,0.5,0.5,0.0,0.5,4.3
162,Anthony Davis,PF,26,LAL,62,34.4,8.9,0.503,1.2,0.33,7.2,0.846,9.3,3.2,1.5,2.3,2.5,26.1
